Организация,Банковский счет,Дата,Начальный остаток,Поступление,Списание,Конечный остаток,Изменение
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-05-24,333.43050000001676,0.0,0.0,333.43050000001676,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-05-25,333.43050000001676,0.0,0.0,333.43050000001676,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-05-26,333.43050000001676,0.0,0.0,333.43050000001676,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-05-27,333.43050000001676,0.0,0.0,333.43050000001676,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-05-28,333.43050000001676,975.0,1038.882,269.5485000000167,-63.88200000000006
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-05-29,269.5485000000167,0.0,0.0,269.5485000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-05-30,269.5485000000167,0.0,0.0,269.5485000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-05-31,269.5485000000167,0.0,0.0,269.5485000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-01,269.5485000000167,0.078,0.0,269.6265000000167,0.078
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-02,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-03,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-04,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-05,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-06,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-07,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-08,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-09,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-10,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-11,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-12,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-13,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-14,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-15,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-16,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-17,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-18,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-19,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-20,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-21,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-22,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-23,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-24,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-25,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-26,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-27,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-28,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-29,269.6265000000167,0.0,0.0,269.6265000000167,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-06-30,269.6265000000167,0.0,185.25,84.37650000001668,-185.25
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-01,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-02,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-03,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-04,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-05,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-06,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-07,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-08,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-09,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-10,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-11,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-12,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-13,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-14,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-15,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-16,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-17,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-18,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-19,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-20,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-21,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-22,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-23,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-24,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-25,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-26,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-27,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-28,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-29,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-30,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-07-31,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-01,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-02,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-03,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-04,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-05,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-06,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-07,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-08,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-09,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-10,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-11,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-12,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-13,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-14,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-15,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-16,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-17,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-18,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-19,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-20,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-21,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-22,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-23,84.37650000001668,0.0,0.0,84.37650000001668,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-24,84.37650000001668,195000.0,0.0,195084.3765,195000.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-25,195084.3765,0.0,0.0,195084.3765,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-26,195084.3765,0.0,0.0,195084.3765,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-27,195084.3765,0.0,175500.0,19584.376500000013,-175500.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-28,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-29,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-30,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-08-31,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-01,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-02,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-03,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-04,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-05,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-06,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-07,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-08,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-09,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-10,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-11,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-12,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-13,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-14,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-15,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-16,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-17,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-18,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-19,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-20,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-21,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-22,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-23,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-24,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-25,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-26,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-27,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-28,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-29,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-09-30,19584.376500000013,0.0,0.0,19584.376500000013,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-01,19584.376500000013,0.156,19500.0,84.53250000001208,-19499.844
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-02,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-03,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-04,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-05,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-06,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-07,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-08,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-09,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-10,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-11,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-12,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-13,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-14,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-15,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-16,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-17,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-18,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-19,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-20,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-21,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-22,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-23,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-24,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-25,84.53250000001208,0.0,0.0,84.53250000001208,0.0
"ООО ""Galaxy Data""","10702510210570001479, Банк 1",2021-10-26,84.53250000001208,0.0,0.0,84.53250000001208,0.0
